"paymentId";"globalPaymentId";"globalRecipientId";"globalRecipientIdx";"globalSchemeId";"amountEuro";"amountNationalCurrency";"year";"countryPayment"
1499;"LU1499";"LU1608";"LU1608";"LU1";4179.50;;"2008";"LU"
1500;"LU1500";"LU1609";"LU1609";"LU1";17783.76;;"2008";"LU"
1501;"LU1501";"LU1610";"LU1610";"LU1";7152.51;;"2008";"LU"
1502;"LU1502";"LU1611";"LU1611";"LU1";7566.81;;"2008";"LU"
1503;"LU1503";"LU1613";"LU1613";"LU1";8714.89;;"2008";"LU"
1504;"LU1504";"LU1614";"LU1614";"LU1";4070.74;;"2008";"LU"
1505;"LU1505";"LU1615";"LU1615";"LU1";119.59;;"2008";"LU"
1506;"LU1506";"LU1616";"LU1616";"LU1";171.11;;"2008";"LU"
1507;"LU1507";"LU1617";"LU1617";"LU1";8239.03;;"2008";"LU"
1508;"LU1508";"LU1618";"LU1618";"LU1";8465.82;;"2008";"LU"
1509;"LU1509";"LU1619";"LU1619";"LU1";10162.28;;"2008";"LU"
1510;"LU1510";"LU1620";"LU1620";"LU1";16680.08;;"2008";"LU"
1511;"LU1511";"LU1621";"LU1621";"LU1";5033.68;;"2008";"LU"
1512;"LU1512";"LU1622";"LU1622";"LU1";32671.62;;"2008";"LU"
1513;"LU1513";"LU1623";"LU1623";"LU1";23230.97;;"2008";"LU"
1514;"LU1514";"LU1624";"LU1624";"LU1";1263.47;;"2008";"LU"
1515;"LU1515";"LU1625";"LU1625";"LU1";37061.84;;"2008";"LU"
1516;"LU1516";"LU1626";"LU1626";"LU1";21318.31;;"2008";"LU"
1517;"LU1517";"LU1627";"LU1627";"LU1";6227.24;;"2008";"LU"
1518;"LU1518";"LU1629";"LU1629";"LU1";4480.34;;"2008";"LU"
1519;"LU1519";"LU1630";"LU1630";"LU1";13403.00;;"2008";"LU"
1520;"LU1520";"LU1631";"LU1631";"LU1";20293.51;;"2008";"LU"
1521;"LU1521";"LU1632";"LU1632";"LU1";25805.61;;"2008";"LU"
1522;"LU1522";"LU1633";"LU1633";"LU1";303.10;;"2008";"LU"
1523;"LU1523";"LU1634";"LU1634";"LU1";18542.96;;"2008";"LU"
1524;"LU1524";"LU1635";"LU1635";"LU1";586.51;;"2008";"LU"
1525;"LU1525";"LU1636";"LU1636";"LU1";36017.35;;"2008";"LU"
1526;"LU1526";"LU1637";"LU1637";"LU1";12895.78;;"2008";"LU"
1527;"LU1527";"LU1638";"LU1638";"LU1";-201.09;;"2008";"LU"
1528;"LU1528";"LU1639";"LU1639";"LU1";885.55;;"2008";"LU"
1529;"LU1529";"LU1640";"LU1640";"LU1";3617.37;;"2008";"LU"
1530;"LU1530";"LU1641";"LU1641";"LU1";1003.55;;"2008";"LU"
1531;"LU1531";"LU1643";"LU1643";"LU1";1473.18;;"2008";"LU"
1532;"LU1532";"LU1644";"LU1644";"LU1";7480.83;;"2008";"LU"
1533;"LU1533";"LU1645";"LU1645";"LU1";6933.53;;"2008";"LU"
1534;"LU1534";"LU1646";"LU1646";"LU1";444.92;;"2008";"LU"
1535;"LU1535";"LU1647";"LU1647";"LU1";21206.39;;"2008";"LU"
1536;"LU1536";"LU1648";"LU1648";"LU1";1112.65;;"2008";"LU"
1537;"LU1537";"LU1649";"LU1649";"LU1";6281.65;;"2008";"LU"
1538;"LU1538";"LU1650";"LU1650";"LU1";16429.09;;"2008";"LU"
1539;"LU1539";"LU1651";"LU1651";"LU1";41670.23;;"2008";"LU"
1540;"LU1540";"LU1652";"LU1652";"LU1";2296.96;;"2008";"LU"
1541;"LU1541";"LU1653";"LU1653";"LU1";24202.75;;"2008";"LU"
1542;"LU1542";"LU1654";"LU1654";"LU1";23424.22;;"2008";"LU"
1543;"LU1543";"LU1655";"LU1655";"LU1";19129.53;;"2008";"LU"
1544;"LU1544";"LU1656";"LU1656";"LU1";48450.30;;"2008";"LU"
1545;"LU1545";"LU1657";"LU1657";"LU1";124.78;;"2008";"LU"
1546;"LU1546";"LU1658";"LU1658";"LU1";7354.31;;"2008";"LU"
1547;"LU1547";"LU1659";"LU1659";"LU1";12594.02;;"2008";"LU"
1548;"LU1548";"LU1660";"LU1660";"LU1";45647.42;;"2008";"LU"
1549;"LU1549";"LU1661";"LU1661";"LU1";10676.92;;"2008";"LU"
1550;"LU1550";"LU1662";"LU1662";"LU1";556.44;;"2008";"LU"
1551;"LU1551";"LU1663";"LU1663";"LU1";46219.67;;"2008";"LU"
1552;"LU1552";"LU1664";"LU1664";"LU1";31543.98;;"2008";"LU"
1553;"LU1553";"LU1665";"LU1665";"LU1";4983.55;;"2008";"LU"
1554;"LU1554";"LU1666";"LU1666";"LU1";2595.31;;"2008";"LU"
1555;"LU1555";"LU1667";"LU1667";"LU1";409.21;;"2008";"LU"
1556;"LU1556";"LU1668";"LU1668";"LU1";631.99;;"2008";"LU"
1557;"LU1557";"LU1669";"LU1669";"LU1";10163.42;;"2008";"LU"
1558;"LU1558";"LU1670";"LU1670";"LU1";55097.24;;"2008";"LU"
1559;"LU1559";"LU1671";"LU1671";"LU1";56663.77;;"2008";"LU"
1560;"LU1560";"LU1672";"LU1672";"LU1";11419.54;;"2008";"LU"
1561;"LU1561";"LU1673";"LU1673";"LU1";6562.35;;"2008";"LU"
1562;"LU1562";"LU1674";"LU1674";"LU1";20545.99;;"2008";"LU"
1563;"LU1563";"LU1675";"LU1675";"LU1";33565.92;;"2008";"LU"
1564;"LU1564";"LU1676";"LU1676";"LU1";11976.36;;"2008";"LU"
1565;"LU1565";"LU1677";"LU1677";"LU1";8217.74;;"2008";"LU"
1566;"LU1566";"LU1678";"LU1678";"LU1";31955.54;;"2008";"LU"
1567;"LU1567";"LU1679";"LU1679";"LU1";19512.98;;"2008";"LU"
1568;"LU1568";"LU1680";"LU1680";"LU1";22470.00;;"2008";"LU"
1569;"LU1569";"LU1681";"LU1681";"LU1";28818.20;;"2008";"LU"
1570;"LU1570";"LU1682";"LU1682";"LU1";5945.78;;"2008";"LU"
1571;"LU1571";"LU1683";"LU1683";"LU1";1105.89;;"2008";"LU"
1572;"LU1572";"LU1684";"LU1684";"LU1";17478.18;;"2008";"LU"
1573;"LU1573";"LU1685";"LU1685";"LU1";29480.48;;"2008";"LU"
1574;"LU1574";"LU1686";"LU1686";"LU1";15246.97;;"2008";"LU"
1575;"LU1575";"LU1687";"LU1687";"LU1";11275.33;;"2008";"LU"
1576;"LU1576";"LU1688";"LU1688";"LU1";19849.98;;"2008";"LU"
1577;"LU1577";"LU1689";"LU1689";"LU1";16798.34;;"2008";"LU"
1578;"LU1578";"LU1691";"LU1691";"LU1";532.64;;"2008";"LU"
1579;"LU1579";"LU1692";"LU1692";"LU1";19971.80;;"2008";"LU"
1580;"LU1580";"LU1693";"LU1693";"LU1";19343.32;;"2008";"LU"
1581;"LU1581";"LU1694";"LU1694";"LU1";15311.78;;"2008";"LU"
1582;"LU1582";"LU1695";"LU1695";"LU1";5940.71;;"2008";"LU"
1583;"LU1583";"LU1696";"LU1696";"LU1";32969.52;;"2008";"LU"
1584;"LU1584";"LU1697";"LU1697";"LU1";2446.31;;"2008";"LU"
1585;"LU1585";"LU1698";"LU1698";"LU1";12403.30;;"2008";"LU"
1586;"LU1586";"LU1699";"LU1699";"LU1";21630.80;;"2008";"LU"
1587;"LU1587";"LU1700";"LU1700";"LU1";439.54;;"2008";"LU"
1588;"LU1588";"LU1701";"LU1701";"LU1";2312.35;;"2008";"LU"
1589;"LU1589";"LU1702";"LU1702";"LU1";4423.99;;"2008";"LU"
1590;"LU1590";"LU1703";"LU1703";"LU1";25050.00;;"2008";"LU"
1591;"LU1591";"LU1704";"LU1704";"LU1";5226.82;;"2008";"LU"
1592;"LU1592";"LU1705";"LU1705";"LU1";53263.63;;"2008";"LU"
1593;"LU1593";"LU1706";"LU1706";"LU1";26650.34;;"2008";"LU"
1594;"LU1594";"LU1707";"LU1707";"LU1";19839.38;;"2008";"LU"
1595;"LU1595";"LU1708";"LU1708";"LU1";20352.98;;"2008";"LU"
1596;"LU1596";"LU1709";"LU1709";"LU1";25488.62;;"2008";"LU"
1597;"LU1597";"LU1710";"LU1710";"LU1";13483.00;;"2008";"LU"
1598;"LU1598";"LU1711";"LU1711";"LU1";-394.01;;"2008";"LU"
1599;"LU1599";"LU1712";"LU1712";"LU1";9508.92;;"2008";"LU"
1600;"LU1600";"LU1713";"LU1713";"LU1";46340.01;;"2008";"LU"
1601;"LU1601";"LU1714";"LU1714";"LU1";20447.68;;"2008";"LU"
1602;"LU1602";"LU1715";"LU1715";"LU1";5262.55;;"2008";"LU"
1603;"LU1603";"LU1716";"LU1716";"LU1";31401.83;;"2008";"LU"
1604;"LU1604";"LU1717";"LU1717";"LU1";6755.51;;"2008";"LU"
1605;"LU1605";"LU1718";"LU1718";"LU1";20284.60;;"2008";"LU"
1606;"LU1606";"LU1719";"LU1719";"LU1";31454.56;;"2008";"LU"
1607;"LU1607";"LU1720";"LU1720";"LU1";5950.34;;"2008";"LU"
1608;"LU1608";"LU1721";"LU1721";"LU1";5116.95;;"2008";"LU"
1609;"LU1609";"LU1722";"LU1722";"LU1";817.10;;"2008";"LU"
1610;"LU1610";"LU1723";"LU1723";"LU1";33536.39;;"2008";"LU"
1611;"LU1611";"LU1724";"LU1724";"LU1";12632.25;;"2008";"LU"
1612;"LU1612";"LU1725";"LU1725";"LU1";1877.14;;"2008";"LU"
1613;"LU1613";"LU1726";"LU1726";"LU1";41887.94;;"2008";"LU"
1614;"LU1614";"LU1727";"LU1727";"LU1";651.24;;"2008";"LU"
1615;"LU1615";"LU1728";"LU1728";"LU1";19469.51;;"2008";"LU"
1616;"LU1616";"LU1729";"LU1729";"LU1";8268.03;;"2008";"LU"
1617;"LU1617";"LU1730";"LU1730";"LU1";25337.19;;"2008";"LU"
1618;"LU1618";"LU1731";"LU1731";"LU1";26588.47;;"2008";"LU"
1619;"LU1619";"LU1732";"LU1732";"LU1";4758.13;;"2008";"LU"
1620;"LU1620";"LU1733";"LU1733";"LU1";117405.84;;"2008";"LU"
1621;"LU1621";"LU1734";"LU1734";"LU1";26753.52;;"2008";"LU"
1622;"LU1622";"LU1735";"LU1735";"LU1";58284.42;;"2008";"LU"
1623;"LU1623";"LU1736";"LU1736";"LU1";424.51;;"2008";"LU"
1624;"LU1624";"LU1737";"LU1737";"LU1";10227.18;;"2008";"LU"
1625;"LU1625";"LU1738";"LU1738";"LU1";9179.27;;"2008";"LU"
1626;"LU1626";"LU1739";"LU1739";"LU1";25302.24;;"2008";"LU"
1627;"LU1627";"LU1740";"LU1740";"LU1";27330.82;;"2008";"LU"
1628;"LU1628";"LU1741";"LU1741";"LU1";8452.91;;"2008";"LU"
1629;"LU1629";"LU1742";"LU1742";"LU1";1526.98;;"2008";"LU"
1630;"LU1630";"LU1743";"LU1743";"LU1";1595.16;;"2008";"LU"
1631;"LU1631";"LU1744";"LU1744";"LU1";55563.81;;"2008";"LU"
1632;"LU1632";"LU1746";"LU1746";"LU1";28467.78;;"2008";"LU"
1633;"LU1633";"LU1747";"LU1747";"LU1";18615.40;;"2008";"LU"
1634;"LU1634";"LU1748";"LU1748";"LU1";36852.03;;"2008";"LU"
1635;"LU1635";"LU1749";"LU1749";"LU1";22039.51;;"2008";"LU"
1636;"LU1636";"LU1750";"LU1750";"LU1";22756.00;;"2008";"LU"
1637;"LU1637";"LU1751";"LU1751";"LU1";16673.85;;"2008";"LU"
1638;"LU1638";"LU1752";"LU1752";"LU1";23337.32;;"2008";"LU"
1639;"LU1639";"LU1753";"LU1753";"LU1";1346.39;;"2008";"LU"
1640;"LU1640";"LU1754";"LU1754";"LU1";1301.86;;"2008";"LU"
1641;"LU1641";"LU1755";"LU1755";"LU1";6208.47;;"2008";"LU"
1642;"LU1642";"LU1757";"LU1757";"LU1";1268.58;;"2008";"LU"
1643;"LU1643";"LU1758";"LU1758";"LU1";14203.91;;"2008";"LU"
1644;"LU1644";"LU1759";"LU1759";"LU1";6093.69;;"2008";"LU"
1645;"LU1645";"LU1760";"LU1760";"LU1";52988.83;;"2008";"LU"
1646;"LU1646";"LU1761";"LU1761";"LU1";27348.25;;"2008";"LU"
1647;"LU1647";"LU1762";"LU1762";"LU1";12333.97;;"2008";"LU"
1648;"LU1648";"LU1763";"LU1763";"LU1";35802.73;;"2008";"LU"
1649;"LU1649";"LU1764";"LU1764";"LU1";26925.18;;"2008";"LU"
1650;"LU1650";"LU1765";"LU1765";"LU1";23633.91;;"2008";"LU"
1651;"LU1651";"LU1766";"LU1766";"LU1";4481.55;;"2008";"LU"
1652;"LU1652";"LU1767";"LU1767";"LU1";15372.88;;"2008";"LU"
1653;"LU1653";"LU1768";"LU1768";"LU1";1256.63;;"2008";"LU"
1654;"LU1654";"LU1769";"LU1769";"LU1";4325.69;;"2008";"LU"
1655;"LU1655";"LU1770";"LU1770";"LU1";971.95;;"2008";"LU"
1656;"LU1656";"LU1771";"LU1771";"LU1";7506.11;;"2008";"LU"
1657;"LU1657";"LU1772";"LU1772";"LU1";20563.36;;"2008";"LU"
1658;"LU1658";"LU1773";"LU1773";"LU1";2288.39;;"2008";"LU"
1659;"LU1659";"LU1774";"LU1774";"LU1";17323.28;;"2008";"LU"
1660;"LU1660";"LU1775";"LU1775";"LU1";8643.37;;"2008";"LU"
1661;"LU1661";"LU1776";"LU1776";"LU1";14084.76;;"2008";"LU"
1662;"LU1662";"LU1777";"LU1777";"LU1";228.59;;"2008";"LU"
1663;"LU1663";"LU1778";"LU1778";"LU1";2621.80;;"2008";"LU"
1664;"LU1664";"LU1779";"LU1779";"LU1";1195.61;;"2008";"LU"
1665;"LU1665";"LU1780";"LU1780";"LU1";8282.16;;"2008";"LU"
1666;"LU1666";"LU1781";"LU1781";"LU1";80774.40;;"2008";"LU"
1667;"LU1667";"LU1782";"LU1782";"LU1";24622.56;;"2008";"LU"
1668;"LU1668";"LU1783";"LU1783";"LU1";25667.54;;"2008";"LU"
1669;"LU1669";"LU1784";"LU1784";"LU1";45028.29;;"2008";"LU"
1670;"LU1670";"LU1785";"LU1785";"LU1";22942.60;;"2008";"LU"
1671;"LU1671";"LU1787";"LU1787";"LU1";818.46;;"2008";"LU"
1672;"LU1672";"LU1788";"LU1788";"LU1";15930.16;;"2008";"LU"
1673;"LU1673";"LU1789";"LU1789";"LU1";30109.88;;"2008";"LU"
1674;"LU1674";"LU1790";"LU1790";"LU1";25965.06;;"2008";"LU"
1675;"LU1675";"LU1791";"LU1791";"LU1";13320.39;;"2008";"LU"
1676;"LU1676";"LU1792";"LU1792";"LU1";4503.15;;"2008";"LU"
1677;"LU1677";"LU1793";"LU1793";"LU1";10544.49;;"2008";"LU"
1678;"LU1678";"LU1794";"LU1794";"LU1";18313.26;;"2008";"LU"
1679;"LU1679";"LU1795";"LU1795";"LU1";10779.19;;"2008";"LU"
1680;"LU1680";"LU1796";"LU1796";"LU1";43918.65;;"2008";"LU"
1681;"LU1681";"LU1797";"LU1797";"LU1";39826.99;;"2008";"LU"
1682;"LU1682";"LU1798";"LU1798";"LU1";9445.55;;"2008";"LU"
1683;"LU1683";"LU1799";"LU1799";"LU1";21889.98;;"2008";"LU"
1684;"LU1684";"LU1800";"LU1800";"LU1";2063.76;;"2008";"LU"
1685;"LU1685";"LU1801";"LU1801";"LU1";8058.32;;"2008";"LU"
1686;"LU1686";"LU1802";"LU1802";"LU1";25542.55;;"2008";"LU"
1687;"LU1687";"LU1803";"LU1803";"LU1";4939.05;;"2008";"LU"
1688;"LU1688";"LU1804";"LU1804";"LU1";27642.25;;"2008";"LU"
1689;"LU1689";"LU1805";"LU1805";"LU1";6372.70;;"2008";"LU"
1690;"LU1690";"LU1809";"LU1809";"LU1";-3062.50;;"2008";"LU"
1691;"LU1691";"LU1811";"LU1811";"LU1";140.75;;"2008";"LU"
1692;"LU1692";"LU1815";"LU1815";"LU1";34.96;;"2008";"LU"
1693;"LU1693";"LU1817";"LU1817";"LU1";24022.58;;"2008";"LU"
1694;"LU1694";"LU1818";"LU1818";"LU1";1031.35;;"2008";"LU"
1695;"LU1695";"LU1819";"LU1819";"LU1";11811.11;;"2008";"LU"
1696;"LU1696";"LU1820";"LU1820";"LU1";8770.66;;"2008";"LU"
1697;"LU1697";"LU1821";"LU1821";"LU1";13497.14;;"2008";"LU"
1698;"LU1698";"LU1822";"LU1822";"LU1";4528.09;;"2008";"LU"
1699;"LU1699";"LU1823";"LU1823";"LU1";14139.74;;"2008";"LU"
1700;"LU1700";"LU1824";"LU1824";"LU1";18644.80;;"2008";"LU"
1701;"LU1701";"LU1825";"LU1825";"LU1";653.15;;"2008";"LU"
1702;"LU1702";"LU1827";"LU1827";"LU1";19008.42;;"2008";"LU"
1703;"LU1703";"LU1828";"LU1828";"LU1";19462.26;;"2008";"LU"
1704;"LU1704";"LU1829";"LU1829";"LU1";78453.49;;"2008";"LU"
1705;"LU1705";"LU1831";"LU1831";"LU1";24049.79;;"2008";"LU"
1706;"LU1706";"LU1832";"LU1832";"LU1";12551.71;;"2008";"LU"
1707;"LU1707";"LU1833";"LU1833";"LU1";2033.51;;"2008";"LU"
1708;"LU1708";"LU1834";"LU1834";"LU1";11075.67;;"2008";"LU"
1709;"LU1709";"LU1835";"LU1835";"LU1";14682.85;;"2008";"LU"
1710;"LU1710";"LU1836";"LU1836";"LU1";18329.45;;"2008";"LU"
1711;"LU1711";"LU1837";"LU1837";"LU1";17740.13;;"2008";"LU"
1712;"LU1712";"LU1838";"LU1838";"LU1";17501.90;;"2008";"LU"
1713;"LU1713";"LU1839";"LU1839";"LU1";24281.62;;"2008";"LU"
1714;"LU1714";"LU1840";"LU1840";"LU1";23434.46;;"2008";"LU"
1715;"LU1715";"LU1841";"LU1841";"LU1";14679.77;;"2008";"LU"
1716;"LU1716";"LU1842";"LU1842";"LU1";9162.62;;"2008";"LU"
1717;"LU1717";"LU1843";"LU1843";"LU1";3220.20;;"2008";"LU"
1718;"LU1718";"LU1844";"LU1844";"LU1";2249.15;;"2008";"LU"
1719;"LU1719";"LU1845";"LU1845";"LU1";13271.91;;"2008";"LU"
1720;"LU1720";"LU1846";"LU1846";"LU1";36420.54;;"2008";"LU"
1721;"LU1721";"LU1847";"LU1847";"LU1";24050.68;;"2008";"LU"
1722;"LU1722";"LU1848";"LU1848";"LU1";4408.19;;"2008";"LU"
1723;"LU1723";"LU1849";"LU1849";"LU1";50197.75;;"2008";"LU"
1724;"LU1724";"LU1850";"LU1850";"LU1";67984.68;;"2008";"LU"
1725;"LU1725";"LU1851";"LU1851";"LU1";67548.45;;"2008";"LU"
1726;"LU1726";"LU1852";"LU1852";"LU1";28266.59;;"2008";"LU"
1727;"LU1727";"LU1853";"LU1853";"LU1";25537.79;;"2008";"LU"
1728;"LU1728";"LU1854";"LU1854";"LU1";14269.43;;"2008";"LU"
1729;"LU1729";"LU1855";"LU1855";"LU1";33119.91;;"2008";"LU"
1730;"LU1730";"LU1856";"LU1856";"LU1";18526.27;;"2008";"LU"
1731;"LU1731";"LU1857";"LU1857";"LU1";421.52;;"2008";"LU"
1732;"LU1732";"LU1858";"LU1858";"LU1";20957.33;;"2008";"LU"
1733;"LU1733";"LU1859";"LU1859";"LU1";26545.20;;"2008";"LU"
1734;"LU1734";"LU1860";"LU1860";"LU1";20348.79;;"2008";"LU"
1735;"LU1735";"LU1861";"LU1861";"LU1";12038.31;;"2008";"LU"
1736;"LU1736";"LU1863";"LU1863";"LU1";27954.26;;"2008";"LU"
1737;"LU1737";"LU1864";"LU1864";"LU1";177.55;;"2008";"LU"
1738;"LU1738";"LU1865";"LU1865";"LU1";21411.33;;"2008";"LU"
1739;"LU1739";"LU1866";"LU1866";"LU1";29790.79;;"2008";"LU"
1740;"LU1740";"LU1867";"LU1867";"LU1";6519.01;;"2008";"LU"
1741;"LU1741";"LU1868";"LU1868";"LU1";24402.52;;"2008";"LU"
1742;"LU1742";"LU1870";"LU1870";"LU1";32739.30;;"2008";"LU"
1743;"LU1743";"LU1871";"LU1871";"LU1";14005.73;;"2008";"LU"
1744;"LU1744";"LU1872";"LU1872";"LU1";13619.45;;"2008";"LU"
1745;"LU1745";"LU1873";"LU1873";"LU1";30948.28;;"2008";"LU"
1746;"LU1746";"LU1874";"LU1874";"LU1";32122.60;;"2008";"LU"
1747;"LU1747";"LU1875";"LU1875";"LU1";13052.93;;"2008";"LU"
1748;"LU1748";"LU1876";"LU1876";"LU1";4389.60;;"2008";"LU"
1749;"LU1749";"LU1877";"LU1877";"LU1";498.05;;"2008";"LU"
1750;"LU1750";"LU1878";"LU1878";"LU1";11599.62;;"2008";"LU"
1751;"LU1751";"LU1879";"LU1879";"LU1";25821.19;;"2008";"LU"
1752;"LU1752";"LU1880";"LU1880";"LU1";34430.76;;"2008";"LU"
1753;"LU1753";"LU1881";"LU1881";"LU1";32030.26;;"2008";"LU"
1754;"LU1754";"LU1882";"LU1882";"LU1";15983.53;;"2008";"LU"
1755;"LU1755";"LU1883";"LU1883";"LU1";23030.79;;"2008";"LU"
1756;"LU1756";"LU1884";"LU1884";"LU1";44328.65;;"2008";"LU"
1757;"LU1757";"LU1885";"LU1885";"LU1";16418.37;;"2008";"LU"
1758;"LU1758";"LU1886";"LU1886";"LU1";5061.28;;"2008";"LU"
1759;"LU1759";"LU1887";"LU1887";"LU1";2256.82;;"2008";"LU"
1760;"LU1760";"LU1888";"LU1888";"LU1";17102.13;;"2008";"LU"
1761;"LU1761";"LU1889";"LU1889";"LU1";25360.41;;"2008";"LU"
1762;"LU1762";"LU1890";"LU1890";"LU1";571.11;;"2008";"LU"
1763;"LU1763";"LU1891";"LU1891";"LU1";22877.27;;"2008";"LU"
1764;"LU1764";"LU1892";"LU1892";"LU1";32278.43;;"2008";"LU"
1765;"LU1765";"LU1893";"LU1893";"LU1";15397.05;;"2008";"LU"
1766;"LU1766";"LU1894";"LU1894";"LU1";11966.07;;"2008";"LU"
1767;"LU1767";"LU1895";"LU1895";"LU1";21890.42;;"2008";"LU"
1768;"LU1768";"LU1896";"LU1896";"LU1";30759.23;;"2008";"LU"
1769;"LU1769";"LU1897";"LU1897";"LU1";795.74;;"2008";"LU"
1770;"LU1770";"LU1898";"LU1898";"LU1";13379.84;;"2008";"LU"
1771;"LU1771";"LU1899";"LU1899";"LU1";20805.95;;"2008";"LU"
1772;"LU1772";"LU1900";"LU1900";"LU1";15269.90;;"2008";"LU"
1773;"LU1773";"LU1901";"LU1901";"LU1";5562.75;;"2008";"LU"
1774;"LU1774";"LU1902";"LU1902";"LU1";11020.93;;"2008";"LU"
1775;"LU1775";"LU1903";"LU1903";"LU1";8991.22;;"2008";"LU"
1776;"LU1776";"LU1904";"LU1904";"LU1";6871.85;;"2008";"LU"
1777;"LU1777";"LU1905";"LU1905";"LU1";15838.00;;"2008";"LU"
1778;"LU1778";"LU1906";"LU1906";"LU1";13965.09;;"2008";"LU"
1779;"LU1779";"LU1907";"LU1907";"LU1";23084.72;;"2008";"LU"
1780;"LU1780";"LU1908";"LU1908";"LU1";12819.92;;"2008";"LU"
1781;"LU1781";"LU1909";"LU1909";"LU1";15563.68;;"2008";"LU"
1782;"LU1782";"LU1910";"LU1910";"LU1";455.37;;"2008";"LU"
1783;"LU1783";"LU1911";"LU1911";"LU1";11694.37;;"2008";"LU"
1784;"LU1784";"LU1912";"LU1912";"LU1";11281.97;;"2008";"LU"
1785;"LU1785";"LU1913";"LU1913";"LU1";9273.31;;"2008";"LU"
1786;"LU1786";"LU1914";"LU1914";"LU1";5968.77;;"2008";"LU"
1787;"LU1787";"LU1916";"LU1916";"LU1";21165.77;;"2008";"LU"
1788;"LU1788";"LU1917";"LU1917";"LU1";19525.41;;"2008";"LU"
1789;"LU1789";"LU1918";"LU1918";"LU1";36089.07;;"2008";"LU"
1790;"LU1790";"LU1919";"LU1919";"LU1";13797.19;;"2008";"LU"
1791;"LU1791";"LU1920";"LU1920";"LU1";16456.67;;"2008";"LU"
1792;"LU1792";"LU1921";"LU1921";"LU1";11670.93;;"2008";"LU"
1793;"LU1793";"LU1922";"LU1922";"LU1";17253.18;;"2008";"LU"
1794;"LU1794";"LU1923";"LU1923";"LU1";7722.22;;"2008";"LU"
1795;"LU1795";"LU1924";"LU1924";"LU1";9344.45;;"2008";"LU"
1796;"LU1796";"LU1925";"LU1925";"LU1";264.76;;"2008";"LU"
1797;"LU1797";"LU1926";"LU1926";"LU1";5862.74;;"2008";"LU"
1798;"LU1798";"LU1927";"LU1927";"LU1";2315.30;;"2008";"LU"
1799;"LU1799";"LU1928";"LU1928";"LU1";18918.47;;"2008";"LU"
1800;"LU1800";"LU1929";"LU1929";"LU1";5586.82;;"2008";"LU"
1801;"LU1801";"LU1930";"LU1930";"LU1";14966.46;;"2008";"LU"
1802;"LU1802";"LU1931";"LU1931";"LU1";5384.62;;"2008";"LU"
1803;"LU1803";"LU1932";"LU1932";"LU1";45148.43;;"2008";"LU"
1804;"LU1804";"LU1933";"LU1933";"LU1";24886.37;;"2008";"LU"
1805;"LU1805";"LU1934";"LU1934";"LU1";11909.77;;"2008";"LU"
1806;"LU1806";"LU1935";"LU1935";"LU1";27954.60;;"2008";"LU"
1807;"LU1807";"LU1936";"LU1936";"LU1";12389.72;;"2008";"LU"
1808;"LU1808";"LU1937";"LU1937";"LU1";18449.86;;"2008";"LU"
1809;"LU1809";"LU1938";"LU1938";"LU1";8985.75;;"2008";"LU"
1810;"LU1810";"LU1939";"LU1939";"LU1";19367.42;;"2008";"LU"
1811;"LU1811";"LU1940";"LU1940";"LU1";18760.18;;"2008";"LU"
1812;"LU1812";"LU1941";"LU1941";"LU1";6861.82;;"2008";"LU"
1813;"LU1813";"LU1942";"LU1942";"LU1";20606.16;;"2008";"LU"
1814;"LU1814";"LU1943";"LU1943";"LU1";433.26;;"2008";"LU"
1815;"LU1815";"LU1944";"LU1944";"LU1";36156.49;;"2008";"LU"
1816;"LU1816";"LU1945";"LU1945";"LU1";3973.71;;"2008";"LU"
1817;"LU1817";"LU1946";"LU1946";"LU1";19019.03;;"2008";"LU"
1818;"LU1818";"LU1947";"LU1947";"LU1";3546.21;;"2008";"LU"
1819;"LU1819";"LU1948";"LU1948";"LU1";4740.83;;"2008";"LU"
1820;"LU1820";"LU1949";"LU1949";"LU1";11937.05;;"2008";"LU"
1821;"LU1821";"LU1950";"LU1950";"LU1";905.55;;"2008";"LU"
1822;"LU1822";"LU1951";"LU1951";"LU1";20669.90;;"2008";"LU"
1823;"LU1823";"LU1952";"LU1952";"LU1";32762.52;;"2008";"LU"
1824;"LU1824";"LU1953";"LU1953";"LU1";9021.38;;"2008";"LU"
1825;"LU1825";"LU1954";"LU1954";"LU1";4371.22;;"2008";"LU"
1826;"LU1826";"LU1955";"LU1955";"LU1";26881.14;;"2008";"LU"
1827;"LU1827";"LU1956";"LU1956";"LU1";12089.58;;"2008";"LU"
1828;"LU1828";"LU1957";"LU1957";"LU1";25044.94;;"2008";"LU"
1829;"LU1829";"LU1958";"LU1958";"LU1";13217.57;;"2008";"LU"
1830;"LU1830";"LU1959";"LU1959";"LU1";14866.02;;"2008";"LU"
1831;"LU1831";"LU1960";"LU1960";"LU1";14745.99;;"2008";"LU"
1832;"LU1832";"LU1961";"LU1961";"LU1";21658.24;;"2008";"LU"
1833;"LU1833";"LU1962";"LU1962";"LU1";66201.04;;"2008";"LU"
1834;"LU1834";"LU1963";"LU1963";"LU1";9005.93;;"2008";"LU"
1835;"LU1835";"LU1964";"LU1964";"LU1";9329.43;;"2008";"LU"
1836;"LU1836";"LU1965";"LU1965";"LU1";-409.28;;"2008";"LU"
1837;"LU1837";"LU1966";"LU1966";"LU1";12729.65;;"2008";"LU"
1838;"LU1838";"LU1967";"LU1967";"LU1";15862.78;;"2008";"LU"
