"paymentId";"globalPaymentId";"globalRecipientId";"globalRecipientIdx";"globalSchemeId";"amountEuro";"amountNationalCurrency";"year";"countryPayment"
1;"LU1";"LU3";"LU3";"LU1";7959.69;;"2008";"LU"
2;"LU2";"LU4";"LU4";"LU1";14622.34;;"2008";"LU"
3;"LU3";"LU5";"LU5";"LU1";3603.48;;"2008";"LU"
4;"LU4";"LU6";"LU6";"LU1";22284.37;;"2008";"LU"
5;"LU5";"LU7";"LU7";"LU1";29956.06;;"2008";"LU"
6;"LU6";"LU8";"LU8";"LU1";9136.44;;"2008";"LU"
7;"LU7";"LU9";"LU9";"LU1";1629.20;;"2008";"LU"
8;"LU8";"LU10";"LU10";"LU1";30424.76;;"2008";"LU"
9;"LU9";"LU11";"LU11";"LU1";25427.87;;"2008";"LU"
10;"LU10";"LU12";"LU12";"LU1";7384.82;;"2008";"LU"
11;"LU11";"LU13";"LU13";"LU1";932.03;;"2008";"LU"
12;"LU12";"LU14";"LU14";"LU1";879.45;;"2008";"LU"
13;"LU13";"LU15";"LU15";"LU1";90568.32;;"2008";"LU"
14;"LU14";"LU17";"LU17";"LU1";72337.81;;"2008";"LU"
15;"LU15";"LU18";"LU18";"LU1";494.03;;"2008";"LU"
16;"LU16";"LU19";"LU19";"LU1";21678.68;;"2008";"LU"
17;"LU17";"LU20";"LU20";"LU1";21063.32;;"2008";"LU"
18;"LU18";"LU21";"LU21";"LU1";3385.48;;"2008";"LU"
19;"LU19";"LU22";"LU22";"LU1";31644.18;;"2008";"LU"
20;"LU20";"LU23";"LU23";"LU1";15548.79;;"2008";"LU"
21;"LU21";"LU24";"LU24";"LU1";17490.39;;"2008";"LU"
22;"LU22";"LU25";"LU25";"LU1";11769.33;;"2008";"LU"
23;"LU23";"LU26";"LU26";"LU1";9794.34;;"2008";"LU"
24;"LU24";"LU27";"LU27";"LU1";8644.01;;"2008";"LU"
25;"LU25";"LU28";"LU28";"LU1";8384.83;;"2008";"LU"
26;"LU26";"LU29";"LU29";"LU1";22748.11;;"2008";"LU"
27;"LU27";"LU30";"LU30";"LU1";27443.43;;"2008";"LU"
28;"LU28";"LU31";"LU31";"LU1";21339.89;;"2008";"LU"
29;"LU29";"LU32";"LU32";"LU1";27057.01;;"2008";"LU"
30;"LU30";"LU33";"LU33";"LU1";518.79;;"2008";"LU"
31;"LU31";"LU34";"LU34";"LU1";14820.95;;"2008";"LU"
32;"LU32";"LU35";"LU35";"LU1";30362.92;;"2008";"LU"
33;"LU33";"LU36";"LU36";"LU1";29137.09;;"2008";"LU"
34;"LU34";"LU37";"LU37";"LU1";19397.08;;"2008";"LU"
35;"LU35";"LU38";"LU38";"LU1";23547.91;;"2008";"LU"
36;"LU36";"LU39";"LU39";"LU1";5602.19;;"2008";"LU"
37;"LU37";"LU40";"LU40";"LU1";2289.77;;"2008";"LU"
38;"LU38";"LU41";"LU41";"LU1";13743.53;;"2008";"LU"
39;"LU39";"LU42";"LU42";"LU1";1708.91;;"2008";"LU"
40;"LU40";"LU43";"LU43";"LU1";9333.43;;"2008";"LU"
41;"LU41";"LU44";"LU44";"LU1";794.47;;"2008";"LU"
42;"LU42";"LU46";"LU46";"LU1";15637.08;;"2008";"LU"
43;"LU43";"LU47";"LU47";"LU1";11914.63;;"2008";"LU"
44;"LU44";"LU48";"LU48";"LU1";10000.51;;"2008";"LU"
45;"LU45";"LU49";"LU49";"LU1";17610.47;;"2008";"LU"
46;"LU46";"LU50";"LU50";"LU1";1824.17;;"2008";"LU"
47;"LU47";"LU51";"LU51";"LU1";45101.15;;"2008";"LU"
48;"LU48";"LU52";"LU52";"LU1";17940.83;;"2008";"LU"
49;"LU49";"LU53";"LU53";"LU1";10704.13;;"2008";"LU"
50;"LU50";"LU54";"LU54";"LU1";71582.16;;"2008";"LU"
51;"LU51";"LU55";"LU55";"LU1";11022.71;;"2008";"LU"
52;"LU52";"LU56";"LU56";"LU1";8174.89;;"2008";"LU"
53;"LU53";"LU57";"LU57";"LU1";23228.79;;"2008";"LU"
54;"LU54";"LU58";"LU58";"LU1";22756.37;;"2008";"LU"
55;"LU55";"LU59";"LU59";"LU1";15260.57;;"2008";"LU"
56;"LU56";"LU60";"LU60";"LU1";19997.86;;"2008";"LU"
57;"LU57";"LU61";"LU61";"LU1";4622.76;;"2008";"LU"
58;"LU58";"LU62";"LU62";"LU1";33067.26;;"2008";"LU"
59;"LU59";"LU63";"LU63";"LU1";19786.28;;"2008";"LU"
60;"LU60";"LU64";"LU64";"LU1";15191.26;;"2008";"LU"
61;"LU61";"LU65";"LU65";"LU1";316.98;;"2008";"LU"
62;"LU62";"LU66";"LU66";"LU1";18094.77;;"2008";"LU"
63;"LU63";"LU67";"LU67";"LU1";13380.09;;"2008";"LU"
64;"LU64";"LU68";"LU68";"LU1";26660.24;;"2008";"LU"
65;"LU65";"LU69";"LU69";"LU1";31575.91;;"2008";"LU"
66;"LU66";"LU70";"LU70";"LU1";38263.49;;"2008";"LU"
67;"LU67";"LU71";"LU71";"LU1";6221.21;;"2008";"LU"
68;"LU68";"LU72";"LU72";"LU1";25956.71;;"2008";"LU"
69;"LU69";"LU73";"LU73";"LU1";1124.23;;"2008";"LU"
70;"LU70";"LU74";"LU74";"LU1";31806.38;;"2008";"LU"
71;"LU71";"LU75";"LU75";"LU1";58637.46;;"2008";"LU"
72;"LU72";"LU76";"LU76";"LU1";540.00;;"2008";"LU"
73;"LU73";"LU77";"LU77";"LU1";7212.52;;"2008";"LU"
74;"LU74";"LU78";"LU78";"LU1";48569.02;;"2008";"LU"
75;"LU75";"LU79";"LU79";"LU1";2653.54;;"2008";"LU"
76;"LU76";"LU80";"LU80";"LU1";8458.25;;"2008";"LU"
77;"LU77";"LU81";"LU81";"LU1";165.64;;"2008";"LU"
78;"LU78";"LU82";"LU82";"LU1";30455.64;;"2008";"LU"
79;"LU79";"LU83";"LU83";"LU1";2506.25;;"2008";"LU"
80;"LU80";"LU84";"LU84";"LU1";70055.80;;"2008";"LU"
81;"LU81";"LU85";"LU85";"LU1";24342.72;;"2008";"LU"
82;"LU82";"LU86";"LU86";"LU1";982.98;;"2008";"LU"
83;"LU83";"LU87";"LU87";"LU1";23781.14;;"2008";"LU"
84;"LU84";"LU88";"LU88";"LU1";24368.17;;"2008";"LU"
85;"LU85";"LU90";"LU90";"LU1";30427.50;;"2008";"LU"
86;"LU86";"LU91";"LU91";"LU1";46714.84;;"2008";"LU"
87;"LU87";"LU92";"LU92";"LU1";33331.30;;"2008";"LU"
88;"LU88";"LU93";"LU93";"LU1";2480.94;;"2008";"LU"
89;"LU89";"LU94";"LU94";"LU1";15679.66;;"2008";"LU"
90;"LU90";"LU95";"LU95";"LU1";1816.14;;"2008";"LU"
91;"LU91";"LU97";"LU97";"LU1";4096.04;;"2008";"LU"
92;"LU92";"LU98";"LU98";"LU1";31917.96;;"2008";"LU"
93;"LU93";"LU99";"LU99";"LU1";22205.26;;"2008";"LU"
94;"LU94";"LU100";"LU100";"LU1";1343.75;;"2008";"LU"
95;"LU95";"LU101";"LU101";"LU1";2804.87;;"2008";"LU"
96;"LU96";"LU102";"LU102";"LU1";1269.73;;"2008";"LU"
97;"LU97";"LU103";"LU103";"LU1";1655.48;;"2008";"LU"
98;"LU98";"LU104";"LU104";"LU1";3572.71;;"2008";"LU"
99;"LU99";"LU105";"LU105";"LU1";35860.33;;"2008";"LU"
100;"LU100";"LU106";"LU106";"LU1";3896.06;;"2008";"LU"
101;"LU101";"LU107";"LU107";"LU1";45455.56;;"2008";"LU"
102;"LU102";"LU108";"LU108";"LU1";18230.07;;"2008";"LU"
103;"LU103";"LU109";"LU109";"LU1";25801.09;;"2008";"LU"
104;"LU104";"LU110";"LU110";"LU1";18507.87;;"2008";"LU"
105;"LU105";"LU111";"LU111";"LU1";4086.16;;"2008";"LU"
106;"LU106";"LU112";"LU112";"LU1";5526.90;;"2008";"LU"
107;"LU107";"LU113";"LU113";"LU1";10551.23;;"2008";"LU"
108;"LU108";"LU114";"LU114";"LU1";26345.89;;"2008";"LU"
109;"LU109";"LU115";"LU115";"LU1";2687.71;;"2008";"LU"
110;"LU110";"LU116";"LU116";"LU1";31818.27;;"2008";"LU"
111;"LU111";"LU117";"LU117";"LU1";19338.37;;"2008";"LU"
112;"LU112";"LU119";"LU119";"LU1";2299.36;;"2008";"LU"
113;"LU113";"LU120";"LU120";"LU1";76146.24;;"2008";"LU"
114;"LU114";"LU121";"LU121";"LU1";10432.33;;"2008";"LU"
115;"LU115";"LU122";"LU122";"LU1";20944.76;;"2008";"LU"
116;"LU116";"LU123";"LU123";"LU1";3747.10;;"2008";"LU"
117;"LU117";"LU124";"LU124";"LU1";2512.59;;"2008";"LU"
118;"LU118";"LU125";"LU125";"LU1";4962.23;;"2008";"LU"
119;"LU119";"LU126";"LU126";"LU1";17513.66;;"2008";"LU"
120;"LU120";"LU127";"LU127";"LU1";16559.47;;"2008";"LU"
121;"LU121";"LU128";"LU128";"LU1";103295.34;;"2008";"LU"
122;"LU122";"LU129";"LU129";"LU1";51724.32;;"2008";"LU"
123;"LU123";"LU131";"LU131";"LU1";10786.02;;"2008";"LU"
124;"LU124";"LU132";"LU132";"LU1";13545.23;;"2008";"LU"
125;"LU125";"LU133";"LU133";"LU1";16876.11;;"2008";"LU"
126;"LU126";"LU134";"LU134";"LU1";30817.42;;"2008";"LU"
127;"LU127";"LU135";"LU135";"LU1";8514.72;;"2008";"LU"
128;"LU128";"LU136";"LU136";"LU1";35402.14;;"2008";"LU"
129;"LU129";"LU137";"LU137";"LU1";38066.21;;"2008";"LU"
130;"LU130";"LU138";"LU138";"LU1";15417.47;;"2008";"LU"
131;"LU131";"LU139";"LU139";"LU1";3596.64;;"2008";"LU"
132;"LU132";"LU140";"LU140";"LU1";27921.96;;"2008";"LU"
133;"LU133";"LU141";"LU141";"LU1";22556.90;;"2008";"LU"
134;"LU134";"LU142";"LU142";"LU1";22732.00;;"2008";"LU"
135;"LU135";"LU143";"LU143";"LU1";11414.80;;"2008";"LU"
136;"LU136";"LU145";"LU145";"LU1";32371.46;;"2008";"LU"
137;"LU137";"LU146";"LU146";"LU1";3999.66;;"2008";"LU"
138;"LU138";"LU147";"LU147";"LU1";72740.41;;"2008";"LU"
139;"LU139";"LU148";"LU148";"LU1";1881.27;;"2008";"LU"
140;"LU140";"LU150";"LU150";"LU1";54298.58;;"2008";"LU"
141;"LU141";"LU151";"LU151";"LU1";2894.17;;"2008";"LU"
142;"LU142";"LU152";"LU152";"LU1";10531.70;;"2008";"LU"
143;"LU143";"LU153";"LU153";"LU1";39563.15;;"2008";"LU"
144;"LU144";"LU154";"LU154";"LU1";18317.33;;"2008";"LU"
145;"LU145";"LU155";"LU155";"LU1";16538.71;;"2008";"LU"
146;"LU146";"LU156";"LU156";"LU1";13159.77;;"2008";"LU"
147;"LU147";"LU157";"LU157";"LU1";6626.43;;"2008";"LU"
148;"LU148";"LU158";"LU158";"LU1";24955.38;;"2008";"LU"
149;"LU149";"LU159";"LU159";"LU1";318.58;;"2008";"LU"
150;"LU150";"LU160";"LU160";"LU1";-1398.01;;"2008";"LU"
151;"LU151";"LU161";"LU161";"LU1";11019.99;;"2008";"LU"
152;"LU152";"LU162";"LU162";"LU1";18406.87;;"2008";"LU"
153;"LU153";"LU163";"LU163";"LU1";637.51;;"2008";"LU"
154;"LU154";"LU164";"LU164";"LU1";42140.85;;"2008";"LU"
155;"LU155";"LU165";"LU165";"LU1";30564.65;;"2008";"LU"
156;"LU156";"LU166";"LU166";"LU1";387.38;;"2008";"LU"
157;"LU157";"LU167";"LU167";"LU1";778.26;;"2008";"LU"
158;"LU158";"LU168";"LU168";"LU1";12656.89;;"2008";"LU"
159;"LU159";"LU169";"LU169";"LU1";39833.61;;"2008";"LU"
160;"LU160";"LU170";"LU170";"LU1";24329.54;;"2008";"LU"
161;"LU161";"LU171";"LU171";"LU1";33446.98;;"2008";"LU"
162;"LU162";"LU172";"LU172";"LU1";23480.97;;"2008";"LU"
163;"LU163";"LU173";"LU173";"LU1";29963.06;;"2008";"LU"
164;"LU164";"LU174";"LU174";"LU1";26769.55;;"2008";"LU"
165;"LU165";"LU175";"LU175";"LU1";39279.44;;"2008";"LU"
166;"LU166";"LU176";"LU176";"LU1";17966.98;;"2008";"LU"
167;"LU167";"LU177";"LU177";"LU1";35077.08;;"2008";"LU"
168;"LU168";"LU178";"LU178";"LU1";933.97;;"2008";"LU"
169;"LU169";"LU179";"LU179";"LU1";22577.90;;"2008";"LU"
170;"LU170";"LU180";"LU180";"LU1";15149.92;;"2008";"LU"
171;"LU171";"LU181";"LU181";"LU1";16428.93;;"2008";"LU"
172;"LU172";"LU182";"LU182";"LU1";26908.63;;"2008";"LU"
173;"LU173";"LU183";"LU183";"LU1";6622.16;;"2008";"LU"
174;"LU174";"LU184";"LU184";"LU1";677.99;;"2008";"LU"
175;"LU175";"LU185";"LU185";"LU1";28483.17;;"2008";"LU"
176;"LU176";"LU186";"LU186";"LU1";2092.30;;"2008";"LU"
177;"LU177";"LU187";"LU187";"LU1";14609.27;;"2008";"LU"
178;"LU178";"LU188";"LU188";"LU1";16841.13;;"2008";"LU"
179;"LU179";"LU189";"LU189";"LU1";4041.60;;"2008";"LU"
180;"LU180";"LU190";"LU190";"LU1";38311.80;;"2008";"LU"
181;"LU181";"LU191";"LU191";"LU1";931.89;;"2008";"LU"
182;"LU182";"LU192";"LU192";"LU1";21439.60;;"2008";"LU"
183;"LU183";"LU193";"LU193";"LU1";25460.50;;"2008";"LU"
184;"LU184";"LU194";"LU194";"LU1";29458.24;;"2008";"LU"
185;"LU185";"LU195";"LU195";"LU1";50217.46;;"2008";"LU"
186;"LU186";"LU196";"LU196";"LU1";10528.78;;"2008";"LU"
187;"LU187";"LU197";"LU197";"LU1";907.97;;"2008";"LU"
188;"LU188";"LU198";"LU198";"LU1";931.02;;"2008";"LU"
189;"LU189";"LU199";"LU199";"LU1";11998.01;;"2008";"LU"
190;"LU190";"LU200";"LU200";"LU1";25938.09;;"2008";"LU"
191;"LU191";"LU201";"LU201";"LU1";26902.38;;"2008";"LU"
192;"LU192";"LU202";"LU202";"LU1";12464.57;;"2008";"LU"
193;"LU193";"LU203";"LU203";"LU1";1245.35;;"2008";"LU"
194;"LU194";"LU204";"LU204";"LU1";31257.71;;"2008";"LU"
195;"LU195";"LU205";"LU205";"LU1";55643.24;;"2008";"LU"
196;"LU196";"LU206";"LU206";"LU1";16525.60;;"2008";"LU"
197;"LU197";"LU207";"LU207";"LU1";19459.38;;"2008";"LU"
198;"LU198";"LU208";"LU208";"LU1";13965.92;;"2008";"LU"
199;"LU199";"LU209";"LU209";"LU1";266.78;;"2008";"LU"
200;"LU200";"LU211";"LU211";"LU1";6733.18;;"2008";"LU"
201;"LU201";"LU212";"LU212";"LU1";15449.46;;"2008";"LU"
202;"LU202";"LU213";"LU213";"LU1";2289.21;;"2008";"LU"
203;"LU203";"LU214";"LU214";"LU1";7743.67;;"2008";"LU"
204;"LU204";"LU215";"LU215";"LU1";5887.21;;"2008";"LU"
205;"LU205";"LU216";"LU216";"LU1";17149.23;;"2008";"LU"
206;"LU206";"LU217";"LU217";"LU1";20429.62;;"2008";"LU"
207;"LU207";"LU218";"LU218";"LU1";698.93;;"2008";"LU"
208;"LU208";"LU219";"LU219";"LU1";18608.03;;"2008";"LU"
209;"LU209";"LU220";"LU220";"LU1";24434.75;;"2008";"LU"
210;"LU210";"LU221";"LU221";"LU1";599.95;;"2008";"LU"
211;"LU211";"LU222";"LU222";"LU1";21560.08;;"2008";"LU"
212;"LU212";"LU223";"LU223";"LU1";6414.13;;"2008";"LU"
213;"LU213";"LU224";"LU224";"LU1";31308.22;;"2008";"LU"
214;"LU214";"LU225";"LU225";"LU1";17697.51;;"2008";"LU"
215;"LU215";"LU226";"LU226";"LU1";3775.03;;"2008";"LU"
216;"LU216";"LU227";"LU227";"LU1";31452.63;;"2008";"LU"
217;"LU217";"LU228";"LU228";"LU1";23319.22;;"2008";"LU"
218;"LU218";"LU229";"LU229";"LU1";-821.35;;"2008";"LU"
219;"LU219";"LU230";"LU230";"LU1";1897.75;;"2008";"LU"
220;"LU220";"LU231";"LU231";"LU1";16963.86;;"2008";"LU"
221;"LU221";"LU232";"LU232";"LU1";42562.88;;"2008";"LU"
222;"LU222";"LU233";"LU233";"LU1";1599.21;;"2008";"LU"
223;"LU223";"LU234";"LU234";"LU1";9524.44;;"2008";"LU"
224;"LU224";"LU235";"LU235";"LU1";14351.74;;"2008";"LU"
225;"LU225";"LU236";"LU236";"LU1";11458.54;;"2008";"LU"
226;"LU226";"LU237";"LU237";"LU1";6823.98;;"2008";"LU"
227;"LU227";"LU238";"LU238";"LU1";21066.62;;"2008";"LU"
228;"LU228";"LU239";"LU239";"LU1";12226.02;;"2008";"LU"
229;"LU229";"LU240";"LU240";"LU1";5832.61;;"2008";"LU"
230;"LU230";"LU241";"LU241";"LU1";6447.53;;"2008";"LU"
231;"LU231";"LU242";"LU242";"LU1";3260.61;;"2008";"LU"
232;"LU232";"LU244";"LU244";"LU1";303.58;;"2008";"LU"
233;"LU233";"LU245";"LU245";"LU1";23206.52;;"2008";"LU"
234;"LU234";"LU246";"LU246";"LU1";26884.18;;"2008";"LU"
235;"LU235";"LU247";"LU247";"LU1";7379.17;;"2008";"LU"
236;"LU236";"LU248";"LU248";"LU1";24667.39;;"2008";"LU"
237;"LU237";"LU249";"LU249";"LU1";517.92;;"2008";"LU"
238;"LU238";"LU250";"LU250";"LU1";8715.11;;"2008";"LU"
239;"LU239";"LU251";"LU251";"LU1";22360.67;;"2008";"LU"
240;"LU240";"LU252";"LU252";"LU1";12157.70;;"2008";"LU"
241;"LU241";"LU253";"LU253";"LU1";12012.08;;"2008";"LU"
242;"LU242";"LU254";"LU254";"LU1";9054.63;;"2008";"LU"
243;"LU243";"LU255";"LU255";"LU1";1475.63;;"2008";"LU"
244;"LU244";"LU256";"LU256";"LU1";22694.15;;"2008";"LU"
245;"LU245";"LU257";"LU257";"LU1";4673.02;;"2008";"LU"
246;"LU246";"LU259";"LU259";"LU1";18972.09;;"2008";"LU"
247;"LU247";"LU260";"LU260";"LU1";34600.62;;"2008";"LU"
248;"LU248";"LU261";"LU261";"LU1";13144.88;;"2008";"LU"
249;"LU249";"LU262";"LU262";"LU1";13944.02;;"2008";"LU"
250;"LU250";"LU263";"LU263";"LU1";29311.52;;"2008";"LU"
251;"LU251";"LU264";"LU264";"LU1";7567.93;;"2008";"LU"
252;"LU252";"LU265";"LU265";"LU1";15140.93;;"2008";"LU"
253;"LU253";"LU266";"LU266";"LU1";2291.14;;"2008";"LU"
254;"LU254";"LU267";"LU267";"LU1";-2649.07;;"2008";"LU"
255;"LU255";"LU268";"LU268";"LU1";41.95;;"2008";"LU"
256;"LU256";"LU269";"LU269";"LU1";25049.17;;"2008";"LU"
257;"LU257";"LU270";"LU270";"LU1";819.60;;"2008";"LU"
258;"LU258";"LU271";"LU271";"LU1";9311.52;;"2008";"LU"
259;"LU259";"LU272";"LU272";"LU1";467.67;;"2008";"LU"
260;"LU260";"LU273";"LU273";"LU1";5591.38;;"2008";"LU"
261;"LU261";"LU274";"LU274";"LU1";6386.98;;"2008";"LU"
262;"LU262";"LU275";"LU275";"LU1";281.50;;"2008";"LU"
263;"LU263";"LU276";"LU276";"LU1";33872.63;;"2008";"LU"
264;"LU264";"LU280";"LU280";"LU1";103.03;;"2008";"LU"
265;"LU265";"LU281";"LU281";"LU1";5620.35;;"2008";"LU"
266;"LU266";"LU282";"LU282";"LU1";10195.84;;"2008";"LU"
267;"LU267";"LU283";"LU283";"LU1";38823.75;;"2008";"LU"
268;"LU268";"LU284";"LU284";"LU1";18607.01;;"2008";"LU"
269;"LU269";"LU285";"LU285";"LU1";17673.89;;"2008";"LU"
270;"LU270";"LU286";"LU286";"LU1";879.24;;"2008";"LU"
271;"LU271";"LU287";"LU287";"LU1";4679.15;;"2008";"LU"
272;"LU272";"LU288";"LU288";"LU1";47311.49;;"2008";"LU"
273;"LU273";"LU289";"LU289";"LU1";13212.08;;"2008";"LU"
274;"LU274";"LU290";"LU290";"LU1";23442.01;;"2008";"LU"
275;"LU275";"LU291";"LU291";"LU1";4785.39;;"2008";"LU"
276;"LU276";"LU292";"LU292";"LU1";31546.25;;"2008";"LU"
277;"LU277";"LU293";"LU293";"LU1";23451.26;;"2008";"LU"
278;"LU278";"LU294";"LU294";"LU1";7550.28;;"2008";"LU"
279;"LU279";"LU295";"LU295";"LU1";28547.04;;"2008";"LU"
280;"LU280";"LU296";"LU296";"LU1";4655.52;;"2008";"LU"
281;"LU281";"LU297";"LU297";"LU1";26702.01;;"2008";"LU"
282;"LU282";"LU298";"LU298";"LU1";9476.48;;"2008";"LU"
283;"LU283";"LU299";"LU299";"LU1";28288.20;;"2008";"LU"
284;"LU284";"LU300";"LU300";"LU1";18357.46;;"2008";"LU"
285;"LU285";"LU301";"LU301";"LU1";10470.56;;"2008";"LU"
286;"LU286";"LU302";"LU302";"LU1";27973.11;;"2008";"LU"
287;"LU287";"LU303";"LU303";"LU1";26923.65;;"2008";"LU"
288;"LU288";"LU304";"LU304";"LU1";27525.84;;"2008";"LU"
289;"LU289";"LU305";"LU305";"LU1";26349.75;;"2008";"LU"
290;"LU290";"LU306";"LU306";"LU1";22031.14;;"2008";"LU"
291;"LU291";"LU307";"LU307";"LU1";30758.19;;"2008";"LU"
292;"LU292";"LU308";"LU308";"LU1";2293.30;;"2008";"LU"
293;"LU293";"LU309";"LU309";"LU1";12118.79;;"2008";"LU"
294;"LU294";"LU310";"LU310";"LU1";19340.16;;"2008";"LU"
295;"LU295";"LU311";"LU311";"LU1";6661.18;;"2008";"LU"
296;"LU296";"LU313";"LU313";"LU1";38792.45;;"2008";"LU"
297;"LU297";"LU314";"LU314";"LU1";26405.72;;"2008";"LU"
298;"LU298";"LU315";"LU315";"LU1";2434.66;;"2008";"LU"
299;"LU299";"LU316";"LU316";"LU1";16145.98;;"2008";"LU"
300;"LU300";"LU317";"LU317";"LU1";15418.38;;"2008";"LU"
301;"LU301";"LU318";"LU318";"LU1";4457.63;;"2008";"LU"
302;"LU302";"LU319";"LU319";"LU1";28022.23;;"2008";"LU"
303;"LU303";"LU320";"LU320";"LU1";14322.39;;"2008";"LU"
304;"LU304";"LU321";"LU321";"LU1";25163.39;;"2008";"LU"
305;"LU305";"LU322";"LU322";"LU1";102995.63;;"2008";"LU"
306;"LU306";"LU323";"LU323";"LU1";5655.61;;"2008";"LU"
307;"LU307";"LU324";"LU324";"LU1";20841.35;;"2008";"LU"
308;"LU308";"LU325";"LU325";"LU1";20049.73;;"2008";"LU"
309;"LU309";"LU326";"LU326";"LU1";19544.71;;"2008";"LU"
310;"LU310";"LU327";"LU327";"LU1";15260.45;;"2008";"LU"
311;"LU311";"LU328";"LU328";"LU1";6997.35;;"2008";"LU"
312;"LU312";"LU329";"LU329";"LU1";14061.64;;"2008";"LU"
313;"LU313";"LU330";"LU330";"LU1";30322.74;;"2008";"LU"
314;"LU314";"LU331";"LU331";"LU1";21540.10;;"2008";"LU"
315;"LU315";"LU332";"LU332";"LU1";21727.32;;"2008";"LU"
316;"LU316";"LU333";"LU333";"LU1";4230.00;;"2008";"LU"
317;"LU317";"LU334";"LU334";"LU1";23199.21;;"2008";"LU"
318;"LU318";"LU335";"LU335";"LU1";34081.88;;"2008";"LU"
319;"LU319";"LU336";"LU336";"LU1";1199.50;;"2008";"LU"
320;"LU320";"LU337";"LU337";"LU1";15126.45;;"2008";"LU"
321;"LU321";"LU338";"LU338";"LU1";18805.31;;"2008";"LU"
322;"LU322";"LU339";"LU339";"LU1";5299.71;;"2008";"LU"
323;"LU323";"LU340";"LU340";"LU1";18678.31;;"2008";"LU"
324;"LU324";"LU341";"LU341";"LU1";14535.71;;"2008";"LU"
325;"LU325";"LU342";"LU342";"LU1";20282.50;;"2008";"LU"
326;"LU326";"LU343";"LU343";"LU1";13611.92;;"2008";"LU"
327;"LU327";"LU344";"LU344";"LU1";16665.91;;"2008";"LU"
328;"LU328";"LU345";"LU345";"LU1";21488.30;;"2008";"LU"
329;"LU329";"LU346";"LU346";"LU1";14175.04;;"2008";"LU"
330;"LU330";"LU347";"LU347";"LU1";17178.09;;"2008";"LU"
331;"LU331";"LU348";"LU348";"LU1";24721.15;;"2008";"LU"
332;"LU332";"LU349";"LU349";"LU1";7164.70;;"2008";"LU"
333;"LU333";"LU350";"LU350";"LU1";19587.81;;"2008";"LU"
334;"LU334";"LU351";"LU351";"LU1";7319.17;;"2008";"LU"
335;"LU335";"LU352";"LU352";"LU1";56894.85;;"2008";"LU"
336;"LU336";"LU353";"LU353";"LU1";28947.27;;"2008";"LU"
337;"LU337";"LU355";"LU355";"LU1";4781.17;;"2008";"LU"
338;"LU338";"LU356";"LU356";"LU1";5979.51;;"2008";"LU"
339;"LU339";"LU357";"LU357";"LU1";36305.07;;"2008";"LU"
340;"LU340";"LU358";"LU358";"LU1";9897.08;;"2008";"LU"
341;"LU341";"LU359";"LU359";"LU1";20583.61;;"2008";"LU"
342;"LU342";"LU360";"LU360";"LU1";35193.47;;"2008";"LU"
343;"LU343";"LU361";"LU361";"LU1";22540.42;;"2008";"LU"
344;"LU344";"LU362";"LU362";"LU1";29166.69;;"2008";"LU"
345;"LU345";"LU363";"LU363";"LU1";5417.72;;"2008";"LU"
346;"LU346";"LU364";"LU364";"LU1";22030.09;;"2008";"LU"
347;"LU347";"LU365";"LU365";"LU1";1238.22;;"2008";"LU"
348;"LU348";"LU366";"LU366";"LU1";9345.37;;"2008";"LU"
349;"LU349";"LU367";"LU367";"LU1";830.70;;"2008";"LU"
350;"LU350";"LU368";"LU368";"LU1";30617.85;;"2008";"LU"
351;"LU351";"LU369";"LU369";"LU1";656.45;;"2008";"LU"
352;"LU352";"LU370";"LU370";"LU1";18229.83;;"2008";"LU"
353;"LU353";"LU371";"LU371";"LU1";27903.84;;"2008";"LU"
354;"LU354";"LU372";"LU372";"LU1";4090.47;;"2008";"LU"
355;"LU355";"LU373";"LU373";"LU1";22697.59;;"2008";"LU"
356;"LU356";"LU374";"LU374";"LU1";40349.35;;"2008";"LU"
357;"LU357";"LU375";"LU375";"LU1";22579.27;;"2008";"LU"
358;"LU358";"LU376";"LU376";"LU1";27086.25;;"2008";"LU"
359;"LU359";"LU377";"LU377";"LU1";9522.10;;"2008";"LU"
360;"LU360";"LU378";"LU378";"LU1";43320.46;;"2008";"LU"
361;"LU361";"LU379";"LU379";"LU1";37804.27;;"2008";"LU"
362;"LU362";"LU380";"LU380";"LU1";7704.43;;"2008";"LU"
363;"LU363";"LU381";"LU381";"LU1";5885.26;;"2008";"LU"
364;"LU364";"LU382";"LU382";"LU1";15708.88;;"2008";"LU"
365;"LU365";"LU383";"LU383";"LU1";4024.68;;"2008";"LU"
366;"LU366";"LU384";"LU384";"LU1";20547.58;;"2008";"LU"
367;"LU367";"LU385";"LU385";"LU1";23076.87;;"2008";"LU"
368;"LU368";"LU386";"LU386";"LU1";19417.36;;"2008";"LU"
369;"LU369";"LU387";"LU387";"LU1";46722.72;;"2008";"LU"
370;"LU370";"LU388";"LU388";"LU1";55539.80;;"2008";"LU"
371;"LU371";"LU389";"LU389";"LU1";1934.73;;"2008";"LU"
372;"LU372";"LU390";"LU390";"LU1";892.12;;"2008";"LU"
373;"LU373";"LU391";"LU391";"LU1";769.60;;"2008";"LU"
374;"LU374";"LU392";"LU392";"LU1";2280.96;;"2008";"LU"
375;"LU375";"LU393";"LU393";"LU1";26142.53;;"2008";"LU"
376;"LU376";"LU394";"LU394";"LU1";24709.46;;"2008";"LU"
377;"LU377";"LU395";"LU395";"LU1";15075.61;;"2008";"LU"
