SE,92
GB,91
DK,91
SI,74
EE,74
CZ,74
BE,66
RO,58
PT,54
LU,51
AT,51
SK,50
IT,49
PO,47
FR,46
FI,46
ES,44
CY,39
DE,37
IE,35
LV,34
LT,28
NL,28
BG,28
HU,26
MT,25
GR,25
